,Vorname,Nachname,Liga,Saison,Team,Spiele,Tore,Vorlagen,Punkte,Strafminuten,Tore pro Spiel,Vorlagen pro Spiel,Punkte pro Spiel,Strafminuten pro Spiel
1655,Matthias ,Kötz,Verbandsliga Herren St. 2,17/18,USV Jena,5,1,0,1,2,0.2,0.0,0.2,0.4
1656,Matthias ,Kötz,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,6,6,6,12,0,1.0,1.0,2.0,0.0
1648,Matthias ,Kötz,2. FBL Süd/Ost,19/20,FC Rennsteig Avalanche,3,0,0,0,0,0.0,0.0,0.0,0.0
1649,Matthias ,Kötz,FD-Pokal Herren,19/20,FC Rennsteig Avalanche,1,0,0,0,0,0.0,0.0,0.0,0.0
1650,Matthias ,Kötz,2. FBL Süd/West,20/21,FC Rennsteig Avalanche,2,0,0,0,0,0.0,0.0,0.0,0.0
1651,Matthias ,Kötz,FD-Pokal Herren,20/21,FC Rennsteig Avalanche,2,2,0,2,0,1.0,0.0,1.0,0.0
1652,Matthias ,Kötz,2. FBL Süd/West,21/22,FC Rennsteig Avalanche,12,3,3,6,0,0.25,0.25,0.5,0.0
1653,Matthias ,Kötz,FD-Pokal Herren,21/22,FC Rennsteig Avalanche,1,1,1,2,0,1.0,1.0,2.0,0.0
1657,Matthias ,Kötz,,Total,,38,24,11,35,2,0.631578947368421,0.2894736842105263,0.9210526315789473,0.05263157894736842
1390,Anne,Lacina,Regionalliga Ost Damen KF,15/16,USV Jena,6,4,1,5,0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0
1391,Anne,Lacina,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
1392,Anne,Lacina,Regionalliga Damen Kleinfeld,17/18,USV Jena,6,1,3,4,0,0.16666666666666666,0.5,0.6666666666666666,0.0
1387,Anne,Lacina,Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,9,3,1,4,0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0
1388,Anne,Lacina,FD-Pokal Damen,23/24,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1389,Anne,Lacina,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,12,8,5,13,0,0.6666666666666666,0.4166666666666667,1.0833333333333333,0.0
1393,Anne,Lacina,,Total,,36,17,10,27,0,0.4722222222222222,0.2777777777777778,0.75,0.0
959,Linus,Lehr,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
960,Linus,Lehr,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
961,Linus,Lehr,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,11,1,1,2,0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0
962,Linus,Lehr,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
963,Linus,Lehr,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
964,Linus,Lehr,,Total,,21,1,1,2,0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.0
731,Simon,Leich,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
732,Simon,Leich,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
733,Simon,Leich,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,2,2,0,2,0,1.0,0.0,1.0,0.0
734,Simon,Leich,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,5,1,0,1,0,0.2,0.0,0.2,0.0
735,Simon,Leich,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,11,4,5,9,2,0.36363636363636365,0.45454545454545453,0.8181818181818182,0.18181818181818182
736,Simon,Leich,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,5,3,2,5,0,0.6,0.4,1.0,0.0
737,Simon,Leich,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,10,0,0,0,0,0.0,0.0,0.0,0.0
738,Simon,Leich,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,8,7,0,7,0,0.875,0.0,0.875,0.0
739,Simon,Leich,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,4,2,0,2,0,0.5,0.0,0.5,0.0
740,Simon,Leich,,Total,,49,20,7,27,2,0.40816326530612246,0.14285714285714285,0.5510204081632653,0.04081632653061224
688,Viktor,Lengert,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,6,4,0,4,0,0.6666666666666666,0.0,0.6666666666666666,0.0
689,Viktor,Lengert,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
690,Viktor,Lengert,,Total,,8,4,0,4,0,0.5,0.0,0.5,0.0
893,Jonathan,Linn,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,5,0,4,4,0,0.0,0.8,0.8,0.0
894,Jonathan,Linn,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
895,Jonathan,Linn,Regionalliga Ost U13 Junioren,22/23,SG Jena/Naumburg,8,1,0,1,0,0.125,0.0,0.125,0.0
896,Jonathan,Linn,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,10,10,3,13,0,1.0,0.3,1.3,0.0
897,Jonathan,Linn,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 2,22/23,SG Jena/Naumburg,4,2,2,4,0,0.5,0.5,1.0,0.0
898,Jonathan,Linn,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,10,0,2,2,0,0.0,0.2,0.2,0.0
899,Jonathan,Linn,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,14,45,10,55,6,3.2142857142857144,0.7142857142857143,3.9285714285714284,0.42857142857142855
900,Jonathan,Linn,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,4,6,3,9,2,1.5,0.75,2.25,0.5
901,Jonathan,Linn,,Total,,57,65,24,89,8,1.1403508771929824,0.42105263157894735,1.5614035087719298,0.14035087719298245
1015,Nora,Linn,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
1016,Nora,Linn,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,9,3,3,6,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2222222222222222
1017,Nora,Linn,U13 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Jena/Naumburg,3,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0
1018,Nora,Linn,Regionalliga Ost U13 Juniorinnen Kleinfeld,22/23,SG Jena/Naumburg,2,0,0,0,0,0.0,0.0,0.0,0.0
1019,Nora,Linn,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,12,2,2,4,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
1020,Nora,Linn,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1021,Nora,Linn,U13 Juniorinnen Kleinfeld DM Quali,23/24,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1022,Nora,Linn,U13 Juniorinnen Kleinfeld Regionalliga Ost,23/24,Floorball Pinguine Jena,6,6,2,8,0,1.0,0.3333333333333333,1.3333333333333333,0.0
1023,Nora,Linn,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,16,14,4,18,0,0.875,0.25,1.125,0.0
1024,Nora,Linn,U11 Junioren Kleinfeld Regionalliga Ost St. 2,23/24,Floorball Pinguine Jena,4,2,1,3,0,0.5,0.25,0.75,0.0
1025,Nora,Linn,,Total,,60,28,12,40,2,0.4666666666666667,0.2,0.6666666666666666,0.03333333333333333
1443,Marvin,Lotz,Regionalliga Ost U15 Junioren KF St. 1,15/16,SG Großörner/Aschersleben II,4,2,1,3,0,0.5,0.25,0.75,0.0
1441,Marvin,Lotz,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
1442,Marvin,Lotz,Herren Verbandsliga Ost,23/24,USV Jena,6,2,1,3,0,0.3333333333333333,0.16666666666666666,0.5,0.0
1444,Marvin,Lotz,,Total,,12,5,3,8,0,0.4166666666666667,0.25,0.6666666666666666,0.0
556,Frauke,Lämmer,Regionalliga Damen Kleinfeld,17/18,USV Jena,10,0,0,0,0,0.0,0.0,0.0,0.0
555,Frauke,Lämmer,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,10,0,1,1,0,0.0,0.1,0.1,0.0
557,Frauke,Lämmer,,Total,,20,0,1,1,0,0.0,0.05,0.05,0.0
1536,Leandra,Martin,U13 Juniorinnen Kleinfeld DM Quali,23/24,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1537,Leandra,Martin,U13 Juniorinnen Kleinfeld Regionalliga Ost,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1538,Leandra,Martin,,Total,,3,0,0,0,0,0.0,0.0,0.0,0.0
1467,Philipp,Mehlhorn,Herren Großfeld Regionalliga Playoffs OST,19/20,Floor Fighters Chemnitz II,1,0,2,2,0,0.0,2.0,2.0,0.0
1468,Philipp,Mehlhorn,Regionalliga Ost Herren,19/20,Floor Fighters Chemnitz II,12,1,0,1,0,0.08333333333333333,0.0,0.08333333333333333,0.0
1469,Philipp,Mehlhorn,FD-Pokal Herren,20/21,Floor Fighters Chemnitz II,1,0,0,0,0,0.0,0.0,0.0,0.0
1470,Philipp,Mehlhorn,Regionalliga Ost Herren,20/21,Floor Fighters Chemnitz II,2,0,0,0,0,0.0,0.0,0.0,0.0
1471,Philipp,Mehlhorn,FD-Pokal Herren,21/22,Floor Fighters Chemnitz II,1,0,0,0,0,0.0,0.0,0.0,0.0
1472,Philipp,Mehlhorn,Regionalliga Ost Herren,21/22,Floor Fighters Chemnitz II,7,2,0,2,0,0.2857142857142857,0.0,0.2857142857142857,0.0
1473,Philipp,Mehlhorn,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1474,Philipp,Mehlhorn,Herren Verbandsliga Ost,23/24,USV Jena,13,13,3,16,0,1.0,0.23076923076923078,1.2307692307692308,0.0
1475,Philipp,Mehlhorn,,Total,,39,16,5,21,0,0.41025641025641024,0.1282051282051282,0.5384615384615384,0.0
691,Carl Friedrich,Meyer,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,2,3,0,3,0,1.5,0.0,1.5,0.0
692,Carl Friedrich,Meyer,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,9,4,2,6,0,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.0
693,Carl Friedrich,Meyer,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
694,Carl Friedrich,Meyer,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,10,4,3,7,4,0.4,0.3,0.7,0.4
695,Carl Friedrich,Meyer,Regionalliga Ost U17 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
696,Carl Friedrich,Meyer,Platzierungsrunde Regionalliga Ost U15 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,7,32,14,46,0,4.571428571428571,2.0,6.571428571428571,0.0
697,Carl Friedrich,Meyer,Vorrunde Regionalliga Ost U15 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
698,Carl Friedrich,Meyer,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,14,8,3,11,4,0.5714285714285714,0.21428571428571427,0.7857142857142857,0.2857142857142857
699,Carl Friedrich,Meyer,,Total,,48,53,24,77,8,1.1041666666666667,0.5,1.6041666666666667,0.16666666666666666
700,Johann Christoph,Meyer,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
701,Johann Christoph,Meyer,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,10,11,2,13,2,1.1,0.2,1.3,0.2
702,Johann Christoph,Meyer,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
703,Johann Christoph,Meyer,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,9,2,1,3,0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0
704,Johann Christoph,Meyer,Regionalliga Ost U17 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
705,Johann Christoph,Meyer,Platzierungsrunde Regionalliga Ost U15 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,4,8,13,21,0,2.0,3.25,5.25,0.0
706,Johann Christoph,Meyer,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,14,3,3,6,0,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.0
707,Johann Christoph,Meyer,,Total,,43,26,20,46,2,0.6046511627906976,0.46511627906976744,1.069767441860465,0.046511627906976744
722,Jahan,Minardi,Regionalliga Ost U11 Junioren Kleintor,19/20,Floorball Pinguine Jena,6,2,1,3,0,0.3333333333333333,0.16666666666666666,0.5,0.0
723,Jahan,Minardi,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
724,Jahan,Minardi,,Total,,8,2,1,3,0,0.25,0.125,0.375,0.0
1380,Anja,Moldenhauer,Playoffs Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,2,0,2,2,0,0.0,1.0,1.0,0.0
1381,Anja,Moldenhauer,FD-Pokal Damen,23/24,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1382,Anja,Moldenhauer,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,10,1,0,1,0,0.1,0.0,0.1,0.0
1383,Anja,Moldenhauer,,Total,,13,1,2,3,0,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0
254,Robert,März,Stena Line FD-Pokal Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
255,Robert,März,Playoffs Verbandsliga Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
256,Robert,März,Verbandsliga Ost Herren St. 2,15/16,USV Jena,9,6,1,7,2,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.2222222222222222
257,Robert,März,Stena Line FD-Pokal (Herren),16/17,USV Jena,1,1,0,1,0,1.0,0.0,1.0,0.0
258,Robert,März,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,11,2,2,4,0,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0
259,Robert,März,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,6,1,0,1,0,0.16666666666666666,0.0,0.16666666666666666,0.0
260,Robert,März,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
261,Robert,März,Verbandsliga Herren St. 2,17/18,USV Jena,11,3,3,6,2,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.18181818181818182
262,Robert,März,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,3,1,2,3,0,0.3333333333333333,0.6666666666666666,1.0,0.0
245,Robert,März,FD-Pokal Herren,18/19,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
246,Robert,März,Verbandsliga Ost Herren St. 1,18/19,USV Jena,6,1,0,1,2,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333
247,Robert,März,FD-Pokal Herren,19/20,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
248,Robert,März,Verbandsliga Ost Herren St. 2,19/20,USV Jena,1,2,0,2,4,2.0,0.0,2.0,4.0
249,Robert,März,Verbandsliga Ost Herren Kleinfeld,19/20,UV Zwigge 07,9,3,8,11,0,0.3333333333333333,0.8888888888888888,1.2222222222222223,0.0
250,Robert,März,Verbandsliga Ost Herren St. 1,20/21,UV Zwigge 07,1,0,2,2,0,0.0,2.0,2.0,0.0
251,Robert,März,Verbandsliga Ost Herren,21/22,UV Zwigge 07,6,0,0,0,0,0.0,0.0,0.0,0.0
252,Robert,März,Playoffs Verbandsliga Ost Herren Großfeld,22/23,UV Zwigge 07,2,0,0,0,0,0.0,0.0,0.0,0.0
253,Robert,März,Verbandsliga Ost Herren,22/23,UV Zwigge 07,3,0,0,0,4,0.0,0.0,0.0,1.3333333333333333
263,Robert,März,,Total,,75,21,18,39,14,0.28,0.24,0.52,0.18666666666666668
539,Stefanie,März,Stena Line FD-Pokal Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
540,Stefanie,März,Verbandsliga Ost Herren St. 2,15/16,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
541,Stefanie,März,Regionalliga Ost Damen KF,15/16,USV Jena,5,0,3,3,0,0.0,0.6,0.6,0.0
542,Stefanie,März,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
537,Stefanie,März,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,10,2,1,3,0,0.2,0.1,0.3,0.0
538,Stefanie,März,Regionalliga Ost Damen Kleinfeld,19/20,USV Jena,8,0,1,1,0,0.0,0.125,0.125,0.0
543,Stefanie,März,,Total,,28,2,5,7,0,0.07142857142857142,0.17857142857142858,0.25,0.0
1594,Oliver,Mörchel,Stena Line FD-Pokal Herren,15/16,USV Jena,1,0,1,1,0,0.0,1.0,1.0,0.0
1595,Oliver,Mörchel,Playoffs Verbandsliga Herren,15/16,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1596,Oliver,Mörchel,Verbandsliga Ost Herren St. 2,15/16,USV Jena,7,3,1,4,0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0
1597,Oliver,Mörchel,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,10,6,5,11,0,0.6,0.5,1.1,0.0
1598,Oliver,Mörchel,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,5,5,1,6,0,1.0,0.2,1.2,0.0
1599,Oliver,Mörchel,FD-Pokal Herren,17/18,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1600,Oliver,Mörchel,Verbandsliga Herren St. 2,17/18,USV Jena,6,3,0,3,0,0.5,0.0,0.5,0.0
1601,Oliver,Mörchel,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,10,14,8,22,0,1.4,0.8,2.2,0.0
1602,Oliver,Mörchel,,Total,,41,31,16,47,0,0.7560975609756098,0.3902439024390244,1.146341463414634,0.0
1561,Wilhelm,Nadolny,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,16,1,3,4,2,0.0625,0.1875,0.25,0.125
1562,Wilhelm,Nadolny,U11 Junioren Kleinfeld Regionalliga Ost St. 2,23/24,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1563,Wilhelm,Nadolny,,Total,,20,1,3,4,2,0.05,0.15,0.2,0.1
1533,Antonia,Narr,U13 Juniorinnen Kleinfeld DM Quali,23/24,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
1534,Antonia,Narr,U13 Juniorinnen Kleinfeld Regionalliga Ost,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1535,Antonia,Narr,,Total,,3,0,0,0,0,0.0,0.0,0.0,0.0
521,Magnus ,Nauth,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,4,2,1,3,0,0.5,0.25,0.75,0.0
522,Magnus ,Nauth,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,4,10,1,11,0,2.5,0.25,2.75,0.0
520,Magnus ,Nauth,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,4,3,0,3,0,0.75,0.0,0.75,0.0
523,Magnus ,Nauth,,Total,,12,15,2,17,0,1.25,0.16666666666666666,1.4166666666666667,0.0
1623,Michael,Neumann,Verbandsliga Ost Herren St. 2,15/16,USV Jena,7,1,1,2,4,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714
1624,Michael,Neumann,Verbandsliga Ost Herren Staffel 2,16/17,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
1621,Michael,Neumann,Regionalliga NRW,22/23,SSF Dragons Bonn 2,10,2,2,4,0,0.2,0.2,0.4,0.0
1622,Michael,Neumann,Regionalliga West,23/24,SSF Dragons Bonn 2,6,0,0,0,0,0.0,0.0,0.0,0.0
1625,Michael,Neumann,,Total,,25,4,3,7,4,0.16,0.12,0.28,0.16
990,Herja,Niemiec,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,3,1,0,1,2,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
991,Herja,Niemiec,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,7,0,0,0,0,0.0,0.0,0.0,0.0
992,Herja,Niemiec,,Total,,10,1,0,1,2,0.1,0.0,0.1,0.2
873,Leopold,Oehrlich,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,7,14,1,15,0,2.0,0.14285714285714285,2.142857142857143,0.0
874,Leopold,Oehrlich,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,4,4,1,5,0,1.0,0.25,1.25,0.0
875,Leopold,Oehrlich,Regionalliga Ost U13 Junioren,22/23,SG Jena/Naumburg,2,1,0,1,0,0.5,0.0,0.5,0.0
876,Leopold,Oehrlich,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,5,7,5,12,0,1.4,1.0,2.4,0.0
877,Leopold,Oehrlich,Vorrunde Regionalliga Ost U13 Junioren Kleinfeld St. 2,22/23,SG Jena/Naumburg,2,2,1,3,0,1.0,0.5,1.5,0.0
878,Leopold,Oehrlich,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,18,38,5,43,2,2.111111111111111,0.2777777777777778,2.388888888888889,0.1111111111111111
879,Leopold,Oehrlich,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,6,14,2,16,0,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.0
880,Leopold,Oehrlich,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,10,2,0,2,0,0.2,0.0,0.2,0.0
881,Leopold,Oehrlich,U13 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,14,38,21,59,0,2.7142857142857144,1.5,4.214285714285714,0.0
882,Leopold,Oehrlich,U13 Junioren Kleinfeld Regionalliga Ost St. 3,23/24,Floorball Pinguine Jena,4,8,4,12,0,2.0,1.0,3.0,0.0
883,Leopold,Oehrlich,,Total,,72,128,40,168,2,1.7777777777777777,0.5555555555555556,2.3333333333333335,0.027777777777777776
856,Alice,Orme,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
857,Alice,Orme,FD-Pokal Damen,22/23,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
858,Alice,Orme,Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,6,1,1,2,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
859,Alice,Orme,,Total,,11,1,1,2,0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0
1564,Lara,Pommerening,U13 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Jena/Naumburg,3,0,0,0,0,0.0,0.0,0.0,0.0
1565,Lara,Pommerening,Regionalliga Ost U13 Juniorinnen Kleinfeld,22/23,SG Jena/Naumburg,2,0,0,0,0,0.0,0.0,0.0,0.0
1566,Lara,Pommerening,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1567,Lara,Pommerening,U11 Junioren Kleinfeld Regionalliga Ost St. 2,23/24,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1568,Lara,Pommerening,,Total,,11,0,0,0,0,0.0,0.0,0.0,0.0
593,Zoey Samantha,Pook,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,10,0,0,0,0,0.0,0.0,0.0,0.0
594,Zoey Samantha,Pook,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,8,0,0,0,0,0.0,0.0,0.0,0.0
595,Zoey Samantha,Pook,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
596,Zoey Samantha,Pook,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,3,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0
597,Zoey Samantha,Pook,U15 Juniorinnen Kleinfeld Deutsche Meisterschaft,21/22,SG Weißenfels/Jena,4,3,3,6,2,0.75,0.75,1.5,0.5
598,Zoey Samantha,Pook,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,8,0,1,1,0,0.0,0.125,0.125,0.0
599,Zoey Samantha,Pook,Regionalliga Ost U15 Juniorinnen Kleinfeld,21/22,SG Weißenfels/Jena,4,2,1,3,0,0.5,0.25,0.75,0.0
600,Zoey Samantha,Pook,U17 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Saalemädels,4,0,0,0,0,0.0,0.0,0.0,0.0
601,Zoey Samantha,Pook,Regionalliga Ost U17 Juniorinnen Kleinfeld,22/23,SG Saalemädels,6,2,1,3,0,0.3333333333333333,0.16666666666666666,0.5,0.0
602,Zoey Samantha,Pook,FD-Pokal Damen,23/24,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
603,Zoey Samantha,Pook,Deutsche Meisterschaft U17 Juniorinnen Kleinfeld,23/24,SG Saalemädels,4,0,1,1,0,0.0,0.25,0.25,0.0
604,Zoey Samantha,Pook,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
605,Zoey Samantha,Pook,U17 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,7,3,1,4,0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0
606,Zoey Samantha,Pook,,Total,,63,11,8,19,2,0.1746031746031746,0.12698412698412698,0.30158730158730157,0.031746031746031744
