,Vorname,Nachname,Liga,Saison,Team,Spiele,Tore,Vorlagen,Punkte,Strafminuten,Tore pro Spiel,Vorlagen pro Spiel,Punkte pro Spiel,Strafminuten pro Spiel
546,Sonja,Porsch,Regionalliga Damen Kleinfeld,17/18,USV Jena,8,2,1,3,0,0.25,0.125,0.375,0.0
544,Sonja,Porsch,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,6,2,1,3,0,0.3333333333333333,0.16666666666666666,0.5,0.0
545,Sonja,Porsch,Regionalliga Ost Damen Kleinfeld,19/20,USV Jena,4,2,0,2,0,0.5,0.0,0.5,0.0
547,Sonja,Porsch,,Total,,18,6,2,8,0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0
1110,Josephine,Pricha,Playoffs Regionalliga Ost U11 Junioren Kleintor,18/19,UHC Sparkasse Weißenfels,2,0,1,1,0,0.0,0.5,0.5,0.0
1111,Josephine,Pricha,Playoffs Regionalliga Ost U9 Junioren Kleintor,18/19,UHC Sparkasse Weißenfels I,3,1,1,2,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
1112,Josephine,Pricha,Regionalliga Ost U11 Junioren Kleintor St. 2,18/19,UHC Sparkasse Weißenfels,7,1,4,5,0,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0
1113,Josephine,Pricha,Regionalliga Ost U9 Junioren Kleintor St. 1,18/19,UHC Sparkasse Weißenfels I,8,7,6,13,0,0.875,0.75,1.625,0.0
1114,Josephine,Pricha,Regionalliga Ost U11 Junioren Kleinfeld Meisterrunde,19/20,UHC Sparkasse Weißenfels,8,1,1,2,0,0.125,0.125,0.25,0.0
1115,Josephine,Pricha,Regionalliga Ost U11 Junioren Kleinfeld Vorrunde St. 2,19/20,UHC Sparkasse Weißenfels,6,1,1,2,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
1116,Josephine,Pricha,Regionalliga Ost U13 Junioren,20/21,UHC Sparkasse Weißenfels,2,0,1,1,0,0.0,0.5,0.5,0.0
1117,Josephine,Pricha,Regionalliga Ost U13 Junioren Kleinfeld St. 2,20/21,UHC Sparkasse Weißenfels,2,0,0,0,0,0.0,0.0,0.0,0.0
1118,Josephine,Pricha,U15 Juniorinnen Kleinfeld Deutsche Meisterschaft,21/22,SG Weißenfels/Jena,4,4,2,6,0,1.0,0.5,1.5,0.0
1119,Josephine,Pricha,Regionalliga Ost U15 Juniorinnen Kleinfeld,21/22,SG Weißenfels/Jena,6,6,1,7,0,1.0,0.16666666666666666,1.1666666666666667,0.0
1120,Josephine,Pricha,Playoffs Regionalliga Ost U13 Junioren,21/22,UHC Sparkasse Weißenfels,2,0,0,0,0,0.0,0.0,0.0,0.0
1121,Josephine,Pricha,Regionalliga Ost U13 Junioren,21/22,UHC Sparkasse Weißenfels,7,3,5,8,2,0.42857142857142855,0.7142857142857143,1.1428571428571428,0.2857142857142857
1122,Josephine,Pricha,DM-Quali Ost U13 Junioren Kleinfeld,21/22,UHC Sparkasse Weißenfels,1,0,2,2,0,0.0,2.0,2.0,0.0
1123,Josephine,Pricha,Playoffs Regionalliga Ost U13 Junioren Kleinfeld,21/22,UHC Sparkasse Weißenfels,2,2,2,4,0,1.0,1.0,2.0,0.0
1124,Josephine,Pricha,Regionalliga Ost U13 Junioren Kleinfeld St. 2,21/22,UHC Sparkasse Weißenfels,4,3,1,4,0,0.75,0.25,1.0,0.0
1125,Josephine,Pricha,U17-Trophy Juniorinnen (Sommer),22/23,Team Sachsen-Anhalt,4,1,0,1,0,0.25,0.0,0.25,0.0
1126,Josephine,Pricha,U17 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Saalemädels,4,2,3,5,0,0.5,0.75,1.25,0.0
1127,Josephine,Pricha,Regionalliga Ost U17 Juniorinnen Kleinfeld,22/23,SG Saalemädels,6,4,1,5,0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0
1128,Josephine,Pricha,Playoffs Regionalliga Ost U15 Junioren,22/23,UHC Sparkasse Weißenfels,2,0,0,0,0,0.0,0.0,0.0,0.0
1129,Josephine,Pricha,Regionalliga Ost U15 Junioren,22/23,UHC Sparkasse Weißenfels,13,2,4,6,2,0.15384615384615385,0.3076923076923077,0.46153846153846156,0.15384615384615385
1130,Josephine,Pricha,Playoffs Regionalliga Ost U13 Junioren,22/23,UHC Sparkasse Weißenfels,2,2,1,3,0,1.0,0.5,1.5,0.0
1131,Josephine,Pricha,Regionalliga Ost U13 Junioren,22/23,UHC Sparkasse Weißenfels,4,0,0,0,0,0.0,0.0,0.0,0.0
1132,Josephine,Pricha,Deutsche Meisterschaft U17 Juniorinnen Kleinfeld,23/24,SG Saalemädels,4,2,0,2,0,0.5,0.0,0.5,0.0
1133,Josephine,Pricha,U17 Juniorinnen Trophy,23/24,Team Sachsen-Anhalt,4,0,1,1,0,0.0,0.25,0.25,0.0
1134,Josephine,Pricha,U17 Juniorinnen Kleinfeld Regionalliga Ost Playoffs,23/24,SG Saalemädels,2,3,1,4,0,1.5,0.5,2.0,0.0
1135,Josephine,Pricha,U17 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,10,13,13,26,4,1.3,1.3,2.6,0.4
1136,Josephine,Pricha,U15 Junioren Regionalliga Ost Playoffs,23/24,UHC Sparkasse Weißenfels,2,0,0,0,0,0.0,0.0,0.0,0.0
1137,Josephine,Pricha,U15 Junioren Regionalliga Ost,23/24,UHC Sparkasse Weißenfels,14,5,2,7,2,0.35714285714285715,0.14285714285714285,0.5,0.14285714285714285
1138,Josephine,Pricha,U15 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,7,13,12,25,0,1.8571428571428572,1.7142857142857142,3.5714285714285716,0.0
1139,Josephine,Pricha,,Total,,142,76,66,142,10,0.5352112676056338,0.4647887323943662,1.0,0.07042253521126761
200,Olivia,Puls,Playoffs Verbandsliga Herren,15/16,USV Halle Saalebiber II,1,0,0,0,0,0.0,0.0,0.0,0.0
201,Olivia,Puls,Verbandsliga Ost Herren St. 3,15/16,USV Halle Saalebiber II,4,0,0,0,0,0.0,0.0,0.0,0.0
202,Olivia,Puls,Regionalliga Ost Damen KF,15/16,USV Halle Saalebiber,10,17,5,22,0,1.7,0.5,2.2,0.0
203,Olivia,Puls,Regionalliga Ost Herren,16/17,USV Halle Saalebiber II,6,0,0,0,0,0.0,0.0,0.0,0.0
204,Olivia,Puls,Regionalliga Ost Damen KF,16/17,USV Halle Saalebiber,8,18,4,22,0,2.25,0.5,2.75,0.0
188,Olivia,Puls,FD-Pokal Herren,18/19,USV Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
189,Olivia,Puls,Verbandsliga Ost Herren St. 1,18/19,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
190,Olivia,Puls,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,5,2,0,2,0,0.4,0.0,0.4,0.0
191,Olivia,Puls,Verbandsliga Ost Herren St. 2,19/20,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
192,Olivia,Puls,Regionalliga Ost Damen Kleinfeld,19/20,USV Jena,14,26,12,38,4,1.8571428571428572,0.8571428571428571,2.7142857142857144,0.2857142857142857
193,Olivia,Puls,Regionalliga Ost Herren,20/21,USV Jena,2,0,0,0,2,0.0,0.0,0.0,1.0
194,Olivia,Puls,Regionalliga Ost Herren,21/22,USV Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
195,Olivia,Puls,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
196,Olivia,Puls,FD-Pokal Damen,22/23,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
197,Olivia,Puls,Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,11,16,7,23,0,1.4545454545454546,0.6363636363636364,2.090909090909091,0.0
198,Olivia,Puls,FD-Pokal Damen,23/24,USV Jena,1,1,0,1,0,1.0,0.0,1.0,0.0
199,Olivia,Puls,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,10,8,0,8,0,0.8,0.0,0.8,0.0
205,Olivia,Puls,,Total,,83,90,29,119,6,1.0843373493975903,0.3493975903614458,1.4337349397590362,0.07228915662650602
469,Jonas,Pätz,Playdowns Regionalliga Ost U13 Junioren Kleinfeld,18/19,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
470,Jonas,Pätz,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,10,0,2,2,0,0.0,0.2,0.2,0.0
471,Jonas,Pätz,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,11,0,2,2,0,0.0,0.18181818181818182,0.18181818181818182,0.0
472,Jonas,Pätz,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,8,0,0,0,0,0.0,0.0,0.0,0.0
473,Jonas,Pätz,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
474,Jonas,Pätz,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
475,Jonas,Pätz,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,4,0,0,0,2,0.0,0.0,0.0,0.5
476,Jonas,Pätz,Platzierungsrunde Regionalliga Ost U15 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,7,0,0,0,0,0.0,0.0,0.0,0.0
477,Jonas,Pätz,Vorrunde Regionalliga Ost U15 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
478,Jonas,Pätz,,Total,,48,0,5,5,2,0.0,0.10416666666666667,0.10416666666666667,0.041666666666666664
317,Milena,Pölöskey,FD-Pokal Herren,18/19,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
318,Milena,Pölöskey,Verbandsliga Ost Herren St. 1,18/19,USV Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
319,Milena,Pölöskey,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,12,0,0,0,0,0.0,0.0,0.0,0.0
320,Milena,Pölöskey,FD-Pokal Herren,19/20,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
321,Milena,Pölöskey,Verbandsliga Ost Herren St. 2,19/20,USV Jena,7,0,0,0,0,0.0,0.0,0.0,0.0
322,Milena,Pölöskey,Regionalliga Ost Damen Kleinfeld,19/20,USV Jena,12,4,2,6,0,0.3333333333333333,0.16666666666666666,0.5,0.0
323,Milena,Pölöskey,Regionalliga Ost Herren,20/21,USV Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
324,Milena,Pölöskey,Regionalliga Ost Herren,21/22,USV Jena,12,0,0,0,0,0.0,0.0,0.0,0.0
325,Milena,Pölöskey,FD-Pokal Damen,22/23,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
326,Milena,Pölöskey,Playoffs Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
327,Milena,Pölöskey,Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,15,5,6,11,2,0.3333333333333333,0.4,0.7333333333333333,0.13333333333333333
328,Milena,Pölöskey,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,10,3,0,3,0,0.3,0.0,0.3,0.0
329,Milena,Pölöskey,,Total,,79,12,8,20,2,0.1518987341772152,0.10126582278481013,0.25316455696202533,0.02531645569620253
91,Sebastian,Rau,FD-Pokal Herren,18/19,USV Jena,2,5,1,6,2,2.5,0.5,3.0,1.0
92,Sebastian,Rau,Verbandsliga Ost Herren St. 1,18/19,USV Jena,7,3,2,5,4,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.5714285714285714
93,Sebastian,Rau,FD-Pokal Herren,19/20,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
94,Sebastian,Rau,Verbandsliga Ost Herren St. 2,19/20,USV Jena,8,9,4,13,2,1.125,0.5,1.625,0.25
95,Sebastian,Rau,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,10,21,19,40,6,2.1,1.9,4.0,0.6
96,Sebastian,Rau,Regionalliga Ost Herren,20/21,USV Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
97,Sebastian,Rau,Regionalliga Ost Herren,21/22,USV Jena,14,15,5,20,12,1.0714285714285714,0.35714285714285715,1.4285714285714286,0.8571428571428571
98,Sebastian,Rau,Playoffs Verbandsliga Ost Herren Großfeld,22/23,USV Jena,2,1,1,2,4,0.5,0.5,1.0,2.0
99,Sebastian,Rau,Verbandsliga Ost Herren,22/23,USV Jena,11,10,3,13,4,0.9090909090909091,0.2727272727272727,1.1818181818181819,0.36363636363636365
100,Sebastian,Rau,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,1,1,2,0,0.5,0.5,1.0,0.0
101,Sebastian,Rau,Herren Verbandsliga Ost,23/24,USV Jena,14,17,14,31,0,1.2142857142857142,1.0,2.2142857142857144,0.0
102,Sebastian,Rau,,Total,,75,83,50,133,34,1.1066666666666667,0.6666666666666666,1.7733333333333334,0.4533333333333333
1006,Marek,Rauch,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,3,0,0,0,0,0.0,0.0,0.0,0.0
1007,Marek,Rauch,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,7,1,0,1,0,0.14285714285714285,0.0,0.14285714285714285,0.0
1008,Marek,Rauch,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,13,0,2,2,0,0.0,0.15384615384615385,0.15384615384615385,0.0
1009,Marek,Rauch,U11 Junioren Kleinfeld Platzierungsrunde Ost,23/24,Floorball Pinguine Jena,18,6,2,8,0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0
1010,Marek,Rauch,U11 Junioren Kleinfeld Regionalliga Ost St. 2,23/24,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1011,Marek,Rauch,,Total,,45,7,4,11,0,0.15555555555555556,0.08888888888888889,0.24444444444444444,0.0
282,Tomáš,Rauch,Playdowns 1. FBL Herren,15/16,USV Halle Saalebiber,3,2,1,3,4,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333
283,Tomáš,Rauch,1. FBL Herren,15/16,USV Halle Saalebiber,11,5,3,8,6,0.45454545454545453,0.2727272727272727,0.7272727272727273,0.5454545454545454
284,Tomáš,Rauch,Relegation Regionalliga / Verbandsliga,16/17,USV Halle Saalebiber II,2,4,1,5,2,2.0,0.5,2.5,1.0
285,Tomáš,Rauch,Regionalliga Ost Herren,16/17,USV Halle Saalebiber II,7,7,2,9,4,1.0,0.2857142857142857,1.2857142857142858,0.5714285714285714
286,Tomáš,Rauch,Regionalliga Ost Herren KF Staffel 1,16/17,USV Halle Saalebiber,3,11,3,14,0,3.6666666666666665,1.0,4.666666666666667,0.0
273,Tomáš,Rauch,FD-Pokal Herren,18/19,USV Jena,1,0,0,0,2,0.0,0.0,0.0,2.0
274,Tomáš,Rauch,Verbandsliga Ost Herren St. 1,18/19,USV Jena,5,5,1,6,8,1.0,0.2,1.2,1.6
275,Tomáš,Rauch,Verbandsliga Ost Herren St. 2,19/20,USV Jena,6,10,4,14,2,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333
276,Tomáš,Rauch,Regionalliga Ost Herren,20/21,USV Jena,3,5,2,7,4,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333
277,Tomáš,Rauch,Regionalliga Ost Herren,21/22,USV Jena,7,11,0,11,2,1.5714285714285714,0.0,1.5714285714285714,0.2857142857142857
278,Tomáš,Rauch,Playoffs Verbandsliga Ost Herren Großfeld,22/23,USV Jena,1,2,0,2,0,2.0,0.0,2.0,0.0
279,Tomáš,Rauch,Verbandsliga Ost Herren,22/23,USV Jena,4,2,2,4,0,0.5,0.5,1.0,0.0
280,Tomáš,Rauch,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
281,Tomáš,Rauch,Herren Verbandsliga Ost,23/24,USV Jena,7,7,3,10,10,1.0,0.42857142857142855,1.4285714285714286,1.4285714285714286
287,Tomáš,Rauch,,Total,,62,71,22,93,44,1.1451612903225807,0.3548387096774194,1.5,0.7096774193548387
155,Joshua,Reibert,FD-Pokal Herren,18/19,USV Jena,2,3,1,4,0,1.5,0.5,2.0,0.0
156,Joshua,Reibert,Verbandsliga Ost Herren St. 1,18/19,USV Jena,6,6,0,6,2,1.0,0.0,1.0,0.3333333333333333
157,Joshua,Reibert,FD-Pokal Herren,19/20,USV Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
158,Joshua,Reibert,Verbandsliga Ost Herren St. 2,19/20,USV Jena,6,3,0,3,0,0.5,0.0,0.5,0.0
159,Joshua,Reibert,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,2,5,0,5,0,2.5,0.0,2.5,0.0
160,Joshua,Reibert,Regionalliga Ost Herren,20/21,USV Jena,3,3,0,3,2,1.0,0.0,1.0,0.6666666666666666
161,Joshua,Reibert,Regionalliga Ost Herren,21/22,USV Jena,14,5,3,8,15,0.35714285714285715,0.21428571428571427,0.5714285714285714,1.0714285714285714
162,Joshua,Reibert,Playoffs Verbandsliga Ost Herren Großfeld,22/23,USV Jena,2,1,2,3,0,0.5,1.0,1.5,0.0
163,Joshua,Reibert,Verbandsliga Ost Herren,22/23,USV Jena,11,10,6,16,2,0.9090909090909091,0.5454545454545454,1.4545454545454546,0.18181818181818182
164,Joshua,Reibert,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,0,1,1,0,0.0,0.5,0.5,0.0
165,Joshua,Reibert,Herren Verbandsliga Ost,23/24,USV Jena,12,8,3,11,4,0.6666666666666666,0.25,0.9166666666666666,0.3333333333333333
166,Joshua,Reibert,,Total,,62,44,17,61,20,0.7096774193548387,0.27419354838709675,0.9838709677419355,0.3225806451612903
1628,Josephine,Reichel,Verbandsliga Ost Herren St. 2,15/16,USV Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1629,Josephine,Reichel,Regionalliga Ost Damen KF,15/16,USV Jena,6,2,2,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
1630,Josephine,Reichel,Regionalliga Damen Kleinfeld,17/18,USV Jena,6,5,1,6,0,0.8333333333333334,0.16666666666666666,1.0,0.0
1631,Josephine,Reichel,,Total,,14,7,3,10,0,0.5,0.21428571428571427,0.7142857142857143,0.0
1461,Jannik,Rex,Playoffs U13 Junioren KF,15/16,Guts Muths Quedlinburg,1,0,0,0,0,0.0,0.0,0.0,0.0
1462,Jannik,Rex,Regionalliga Ost U13 Junioren KF St. 1,15/16,Guts Muths Quedlinburg,8,0,0,0,0,0.0,0.0,0.0,0.0
1463,Jannik,Rex,Regionalliga Ost U13 Junioren KF Staffel 2,16/17,GutsMuths Quedlinburg,12,2,2,4,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
1464,Jannik,Rex,Playoffs RL U15 Kleinfeld,17/18,TSG GutsMuths Quedlinburg,1,0,0,0,0,0.0,0.0,0.0,0.0
1465,Jannik,Rex,Regionalliga U15 Junioren Kleinfeld St. 1,17/18,TSG GutsMuths Quedlinburg,8,3,3,6,0,0.375,0.375,0.75,0.0
1445,Jannik,Rex,Playoffs Regionalliga Ost U15 Junioren Kleinfeld,18/19,Red Devils Wernigerode,1,0,0,0,0,0.0,0.0,0.0,0.0
1446,Jannik,Rex,Regionalliga Ost U15 Junioren,18/19,Red Devils Wernigerode,15,2,1,3,4,0.13333333333333333,0.06666666666666667,0.2,0.26666666666666666
1447,Jannik,Rex,Regionalliga Ost U15 Junioren Kleinfeld St. 2,18/19,Red Devils Wernigerode,7,1,2,3,0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0
1448,Jannik,Rex,Regionalliga Ost U17 Junioren,19/20,Red Devils Wernigerode,4,1,0,1,0,0.25,0.0,0.25,0.0
1449,Jannik,Rex,Regionalliga Ost U15 Junioren Kleinfeld St. 1,19/20,Red Devils Wernigerode,6,17,8,25,4,2.8333333333333335,1.3333333333333333,4.166666666666667,0.6666666666666666
1450,Jannik,Rex,Regionalliga Ost U17 Junioren,20/21,Red Devils Wernigerode,4,0,0,0,2,0.0,0.0,0.0,0.5
1451,Jannik,Rex,1. FBL Herren,21/22,Red Devils Wernigerode,13,0,0,0,0,0.0,0.0,0.0,0.0
1452,Jannik,Rex,FD-Pokal Herren,21/22,Red Devils Wernigerode,1,0,0,0,0,0.0,0.0,0.0,0.0
1453,Jannik,Rex,1. FBL Herren - Playdowns,22/23,Red Devils Wernigerode,1,0,0,0,0,0.0,0.0,0.0,0.0
1454,Jannik,Rex,1. FBL Herren,22/23,Red Devils Wernigerode,14,1,0,1,4,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857
1455,Jannik,Rex,FD-Pokal Herren,22/23,Red Devils Wernigerode,1,0,0,0,0,0.0,0.0,0.0,0.0
1456,Jannik,Rex,Verbandsliga Ost Herren,22/23,Red Devils Wernigerode II,10,6,4,10,2,0.6,0.4,1.0,0.2
1457,Jannik,Rex,1. FBL Herren,23/24,Red Devils Wernigerode,8,0,1,1,0,0.0,0.125,0.125,0.0
1458,Jannik,Rex,FD-Pokal Herren,23/24,Red Devils Wernigerode,3,2,0,2,0,0.6666666666666666,0.0,0.6666666666666666,0.0
1459,Jannik,Rex,Herren Verbandsliga Ost Playoffs,23/24,USV Jena,2,1,0,1,2,0.5,0.0,0.5,1.0
1460,Jannik,Rex,Herren Verbandsliga Ost,23/24,USV Jena,10,3,1,4,10,0.3,0.1,0.4,1.0
1466,Jannik,Rex,,Total,,130,39,22,61,30,0.3,0.16923076923076924,0.46923076923076923,0.23076923076923078
53,Marcus,Richter,Stena Line FD-Pokal Herren,15/16,USV Jena,1,1,0,1,0,1.0,0.0,1.0,0.0
54,Marcus,Richter,Verbandsliga Ost Herren St. 2,15/16,USV Jena,9,8,2,10,6,0.8888888888888888,0.2222222222222222,1.1111111111111112,0.6666666666666666
51,Marcus,Richter,FD-Pokal Herren,18/19,USV Jena,1,5,4,9,0,5.0,4.0,9.0,0.0
52,Marcus,Richter,Verbandsliga Ost Herren St. 1,18/19,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
55,Marcus,Richter,,Total,,12,14,6,20,6,1.1666666666666667,0.5,1.6666666666666667,0.5
641,Martin,Richter,Verbandsliga Ost Herren St. 2,19/20,USV Jena,4,1,0,1,0,0.25,0.0,0.25,0.0
642,Martin,Richter,Verbandsliga Ost Herren Kleinfeld,19/20,USV Jena,6,4,0,4,0,0.6666666666666666,0.0,0.6666666666666666,0.0
643,Martin,Richter,,Total,,10,5,0,5,0,0.5,0.0,0.5,0.0
1476,Bruno,Richtsteiger,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,12,0,0,0,0,0.0,0.0,0.0,0.0
1477,Bruno,Richtsteiger,,Total,,12,0,0,0,0,0.0,0.0,0.0,0.0
939,Marie,Richtsteiger,Platzierungsrunde Ost U11 Junioren Kleinfeld,21/22,Floorball Pinguine Jena,7,0,0,0,0,0.0,0.0,0.0,0.0
940,Marie,Richtsteiger,Regionalliga Ost U11 Junioren Kleinfeld St. 1,21/22,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
941,Marie,Richtsteiger,U13 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Jena/Naumburg,3,0,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0
942,Marie,Richtsteiger,Regionalliga Ost U13 Junioren,22/23,SG Jena/Naumburg,4,0,0,0,0,0.0,0.0,0.0,0.0
943,Marie,Richtsteiger,Platzierungsrunde Regionalliga Ost U13 Junioren Kleinfeld,22/23,SG Jena/Naumburg,2,1,0,1,0,0.5,0.0,0.5,0.0
944,Marie,Richtsteiger,Regionalliga Ost U13 Juniorinnen Kleinfeld,22/23,SG Jena/Naumburg,2,0,0,0,0,0.0,0.0,0.0,0.0
945,Marie,Richtsteiger,U17 Juniorinnen Trophy,23/24,Team Sachsen-Anhalt,4,0,0,0,0,0.0,0.0,0.0,0.0
946,Marie,Richtsteiger,U15 Junioren Regionalliga Ost,23/24,Floorball Pinguine Jena,12,0,0,0,0,0.0,0.0,0.0,0.0
947,Marie,Richtsteiger,U15 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,7,1,1,2,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0
948,Marie,Richtsteiger,U13 Juniorinnen Kleinfeld DM Quali,23/24,Floorball Pinguine Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
949,Marie,Richtsteiger,U13 Juniorinnen Kleinfeld Regionalliga Ost,23/24,Floorball Pinguine Jena,2,3,0,3,0,1.5,0.0,1.5,0.0
950,Marie,Richtsteiger,,Total,,48,5,2,7,0,0.10416666666666667,0.041666666666666664,0.14583333333333334,0.0
1001,Hannah,Ritthammer,Playoffs Regionalliga Ost U9 Junioren Kleintor,21/22,Floorball Pinguine Jena,3,0,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0
1002,Hannah,Ritthammer,Regionalliga Ost U9 Junioren Kleintor St. 1,21/22,Floorball Pinguine Jena,6,3,3,6,2,0.5,0.5,1.0,0.3333333333333333
1003,Hannah,Ritthammer,Platzierungsrunde Regionalliga Ost U11 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1004,Hannah,Ritthammer,Vorrunde Regionalliga Ost U11 Junioren Kleinfeld St. 2,22/23,Floorball Pinguine Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
1005,Hannah,Ritthammer,,Total,,15,3,4,7,2,0.2,0.26666666666666666,0.4666666666666667,0.13333333333333333
682,Carolin,Rothhardt,Regionalliga Ost Damen KF,15/16,USV Jena,14,23,7,30,0,1.6428571428571428,0.5,2.142857142857143,0.0
683,Carolin,Rothhardt,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,6,1,2,3,0,0.16666666666666666,0.3333333333333333,0.5,0.0
684,Carolin,Rothhardt,Regionalliga Damen Kleinfeld,17/18,USV Jena,4,3,2,5,0,0.75,0.5,1.25,0.0
677,Carolin,Rothhardt,Regionalliga Ost Damen Kleinfeld,19/20,USV Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
678,Carolin,Rothhardt,Verbandsliga Ost Herren Kleinfeld St. 2,21/22,USV Jena,5,1,0,1,0,0.2,0.0,0.2,0.0
679,Carolin,Rothhardt,FD-Pokal Damen,22/23,USV Jena,1,0,0,0,0,0.0,0.0,0.0,0.0
680,Carolin,Rothhardt,Regionalliga Ost Damen Kleinfeld,22/23,USV Jena,5,0,4,4,0,0.0,0.8,0.8,0.0
681,Carolin,Rothhardt,Damen Kleinfeld Regionalliga Ost,23/24,USV Jena,2,2,1,3,0,1.0,0.5,1.5,0.0
685,Carolin,Rothhardt,,Total,,39,31,16,47,0,0.7948717948717948,0.41025641025641024,1.205128205128205,0.0
1660,Markus ,Rothmayer,Regionalliga Ost Herren KF Staffel 1,16/17,USV Jena,6,3,1,4,2,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333
1661,Markus ,Rothmayer,,Total,,6,3,1,4,2,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333
1400,Nora,Römmelt,U13 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Jena/Naumburg,3,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0
